Event.Id,Event.Date,Location,Make,Model,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Broad.phase.of.flight,Aircraft.Category,Number.of.Engines
20100526X92845,2010-05-25,"North Bimini, Bahamas",PIPER,PA23,Reciprocating,2.0,0.0,NULL,Airplane,2.0
20100526X40856,2010-05-26,"Chandler, AZ",PIPER,PA-28-161,Reciprocating,0.0,1.0,NULL,Airplane,1.0
20100526X84456,2010-05-26,"Boxborough, MA",SCHWEIZER,269C-1,Reciprocating,1.0,0.0,NULL,Helicopter,1.0
20100527X12140,2010-05-26,"St. George, UT",PIPER,PA-28R-200,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100524X54520,2010-05-27,"Parker, CO",PIPER,J-3,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100527X05635,2010-05-27,"High Springs, FL",CESSNA,337G,Reciprocating,0.0,1.0,NULL,Airplane,2.0
20100527X32154,2010-05-27,"Belton, TX",AEROPRO CZ,EUROFOX LSA,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100528X02042,2010-05-27,"Oklahoma City, OK",NORTH AMERICAN,T-28A,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100528X53942,2010-05-28,"White Plains, NY",CESSNA,560XL,Turbo Fan,0.0,0.0,NULL,Airplane,2.0
20100601X10733,2010-05-28,"Granbury, TX",HENNEY MICHAEL A,VANS RV-6A,Reciprocating,1.0,0.0,NULL,Airplane,1.0
20100621X12612,2010-05-28,"Sirdal, Norway",Cirrus Design Corporation,SR20,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100529X35051,2010-05-29,"Palo Alto, CA",PIPER,PA-28-181,Reciprocating,0.0,1.0,NULL,Airplane,1.0
20100530X02010,2010-05-29,"Chester, PA",LEPOW DAVID A,PRGSV AERDYN SEA REY,Reciprocating,0.0,2.0,NULL,Airplane,1.0
20100601X11703,2010-05-29,"Watertown, SD",BELLANCA,7GCBC,Reciprocating,2.0,0.0,NULL,Airplane,1.0
20100601X14510,2010-05-29,"Collinsville, OK",COVELL KEVIN SCOTT,VANS RV-4,Reciprocating,2.0,0.0,NULL,Airplane,1.0
20100601X21758,2010-05-29,"Koosharem, UT",BAGLEY CURTIS LYNN,RANS S-6S COYOTE II,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100601X22421,2010-05-29,"Boise, ID",BEECH,C24R,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100601X31027,2010-05-29,"Anchorage, AK",PIPER,PA-22-150,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100601X41113,2010-05-29,"Richmond, TX",EVEKTOR AEROTECHNIK,Sportstar Plus,Reciprocating,1.0,0.0,NULL,Airplane,1.0
20100601X51256,2010-05-29,"Luling, TX",THUNDERBIRD AVIATION,TOP DOG UL,Reciprocating,0.0,0.0,NULL,Weight-Shift,1.0
20100601X64824,2010-05-29,"Atchison, KS",CESSNA,140,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100602X24234,2010-05-29,"Early, TX",MOE-PIETENPOL,AIRCAMPER A,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100602X51016,2010-05-29,"Jefferson, TX",AERONCA,0-58B,Reciprocating,0.0,1.0,NULL,Airplane,1.0
20100603X20702,2010-05-29,"Waxahachie, TX",HOLDEN FRANK JOSEPH,RANS S6ES,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100603X71039,2010-05-29,"Amarillo, TX",PITTS AEROBATICS,S-2B,Reciprocating,0.0,1.0,NULL,Airplane,1.0
20100607X50851,2010-05-29,"Avalon, CA",CIRRUS DESIGN CORP,SR22,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100708X85844,2010-05-29,"Menorca, Spain",BEECH,E-55,Reciprocating,2.0,0.0,NULL,Airplane,2.0
20100601X20158,2010-05-30,"Boyd, TX",AVEKO SRO,VL-3 LSA,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100601X32457,2010-05-30,"Lincoln, MT",PIPER,PA-34-220T,Reciprocating,2.0,0.0,NULL,Airplane,2.0
20100601X65255,2010-05-30,"Memphis, TN",BELL,206B,Turbo Shaft,0.0,0.0,NULL,Helicopter,1.0
20100602X22314,2010-05-30,"Prairie, ID",SMITHWICK/TREIDEL,TUKAN,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100602X50330,2010-05-30,"Chateaugay, NY",CESSNA,182D,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100602X84136,2010-05-30,"Mount Pleasant, TX",PIPER,J3C-65,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100531X11238,2010-05-31,"Oliver Springs, TN",CESSNA,182H,Reciprocating,0.0,2.0,NULL,Airplane,1.0
20100531X13750,2010-05-31,"Sterling, MA",CESSNA,172N,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100601X10826,2010-05-31,"Nelson, CA",PIPER,PA-20,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100602X94930,2010-05-31,"Glasco, KS",Cessna,150M,Reciprocating,0.0,2.0,NULL,Airplane,1.0
20100603X92434,2010-05-31,"Bielefeld, Germany",CIRRUS,SR22,Reciprocating,4.0,0.0,NULL,Airplane,1.0
20100607X93442,2010-05-31,"Wellington, KS",CESSNA,172K,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100609X55252,2010-05-31,"Chandler, AZ",GREAT LAKES,2T-1A-2,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100601X33715,2010-06-01,"Port Alsworth, AK",PIPER,PA-22-160,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100601X64459,2010-06-01,"Cannon Falls, MN",HUGHES,269A,Reciprocating,0.0,0.0,NULL,Helicopter,1.0
20100601X72814,2010-06-01,"Visalia, CA",SHAFFER WILLIAM C,QUICKSILVER MX II SP,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100601X90428,2010-06-01,"Waterville, WA",EAGLE,Eagle DW-1,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100602X34134,2010-06-01,"Dania Beach, FL",CESSNA,172H,Reciprocating,0.0,2.0,NULL,Airplane,1.0
20100602X34508,2010-06-01,"Ashland, VA",SWANSON,RV-9A,Reciprocating,0.0,1.0,NULL,Airplane,1.0
20100602X35704,2010-06-01,"Greenfield, IN",Cessna,172S,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100610X10955,2010-06-01,"Okmulgee, OK",PIPER,PA-44-180,Reciprocating,0.0,0.0,NULL,Airplane,2.0
20100601X20537,2010-06-02,"Franksville, WI",Cessna,182A,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100602X01732,2010-06-02,"Spokane, WA",ROBINSON,R22 Beta,Reciprocating,1.0,0.0,NULL,Helicopter,1.0
20100602X33637,2010-06-02,"Alturas, CA",Airborne Windsports PTY LTD,Edge X,Reciprocating,0.0,1.0,NULL,Weight-Shift,1.0
20100602X35725,2010-06-02,"San Diego, CA",Czech Aircraft Works,Sportcruiser,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100602X45201,2010-06-02,"Anchorage, AK",CESSNA,U206F,Reciprocating,1.0,0.0,NULL,Airplane,1.0
20100602X63138,2010-06-02,"Midlothian, TX",BELL,222,Turbo Shaft,2.0,0.0,NULL,Helicopter,2.0
20100608X63203,2010-06-02,"Block Island, RI",PIPER,PA-28-181,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100630X30344,2010-06-02,"Dover, AR",PIPER,PA-20,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100604X00102,2010-06-03,"Humble, TX",CESSNA,180,Reciprocating,0.0,1.0,NULL,Airplane,1.0
20100607X40152,2010-06-03,"Fort Worth, TX",BEECH,C90,Turbo Prop,0.0,0.0,NULL,Airplane,2.0
20100603X05259,2010-06-04,"Port Clinton, OH",Mooney,M20M,Reciprocating,0.0,1.0,NULL,Airplane,1.0
20100604X01622,2010-06-04,"Pollard, AR",AIR TRACTOR INC,AT-502B,Turbo Prop,0.0,0.0,NULL,Airplane,1.0
20100604X55138,2010-06-04,"Rainelle, WV",CESSNA,182P,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100607X24400,2010-06-04,"Anderson, IN",CESSNA,421B,Reciprocating,0.0,0.0,NULL,Airplane,2.0
20100608X05715,2010-06-04,"Baltimore, MD",CESSNA,172S,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100621X41301,2010-06-04,"Richfield, UT",PIPER,PA-28-140,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100624X22814,2010-06-04,"Salina, KS",BOEING,A75L300,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100605X21658,2010-06-05,"Marana, AZ",BEECH,F33,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100605X53131,2010-06-05,"La Verne, CA",ROBINSON,R22,Reciprocating,0.0,0.0,NULL,Helicopter,1.0
20100605X90032,2010-06-05,"Bountiful, UT",CESSNA,172H,Reciprocating,0.0,1.0,NULL,Airplane,1.0
20100606X02721,2010-06-05,"Charlotte, NC",AIRBUS INDUSTRIE,A330-323,Turbo Fan,0.0,0.0,NULL,Airplane,2.0
20100606X13310,2010-06-05,"Rockohoma, NY",BEECH,B19,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100606X31554,2010-06-05,"Pahokee, FL",CESSNA,150M,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100607X83625,2010-06-05,"Custer, SD",Cessna,337,Reciprocating,0.0,0.0,NULL,Airplane,2.0
20100606X25505,2010-06-06,"Marble, CO",BEECH,G35,Reciprocating,1.0,1.0,NULL,Airplane,1.0
20100607X51236,2010-06-06,"North Myrtle Beach, SC",PIPER,PA-18-135,Reciprocating,0.0,1.0,NULL,Airplane,1.0
20100607X62443,2010-06-06,"Kingfisher, OK",PIPER,PA-28R-180,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100609X32943,2010-06-06,"Kenai, AK",CESSNA,180,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100607X01621,2010-06-07,"New Port Richey, FL",HOOD JOHN SIDNEY,TANGO,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100607X34930,2010-06-07,"Edenton, NC",BEECH,60,Reciprocating,1.0,0.0,NULL,Airplane,2.0
20100607X64311,2010-06-07,"Stanton, MN",Bordelon,Kitfox IV,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100608X41852,2010-06-07,"Leeds, United Kingdom",CESSNA,525,Turbo Fan,0.0,0.0,NULL,Airplane,2.0
20100608X42652,2010-06-07,"Northwood, ND",CHAMPION,7ECA,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100608X95300,2010-06-07,"Marietta, OH",Cessna,177RG,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100609X61554,2010-06-07,"Knobel, AR",AIR TRACTOR,AT602,Turbo Prop,1.0,0.0,NULL,Airplane,1.0
20100614X85506,2010-06-07,"Brookshire, TX",PIPER,PA-28R-200,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100608X14601,2010-06-08,"Arlington, VA",BOEING,B75N1,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100608X84516,2010-06-08,"Toms River, NJ",CESSNA,305A,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100609X10621,2010-06-08,"Lucedale, MS",PIPER,PA-28-180,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100609X35551,2010-06-08,"Galena, AK",STINSON,108-1,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100610X35654,2010-06-08,"Shaw Island, WA",BELL,47G-4A,Turbo Shaft,0.0,0.0,NULL,Helicopter,1.0
20100609X51932,2010-06-09,"Tampa, FL",CESSNA,210L,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100610X21734,2010-06-09,"Ankeny, IA",PIPER,PA-34-220T,Reciprocating,0.0,0.0,NULL,Airplane,2.0
20100616X95323,2010-06-09,"Orange, TX",CESSNA,A188B,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100623X90605,2010-06-09,"New Smyrna Beach, FL",CESSNA,172,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100610X62605,2010-06-10,"Shell Knob, MO",LUSCOMBE,8F,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100611X54536,2010-06-10,"Ontario, CA",PIPER,PA-46-310P,Reciprocating,0.0,1.0,NULL,Airplane,1.0
20100611X90837,2010-06-10,"Gulf of Mexico,",BELL,206L-3,Turbo Shaft,0.0,2.0,NULL,Helicopter,1.0
20100613X80044,2010-06-10,"Alcolu, SC",AIR TRACTOR INC,AT-402B,Turbo Prop,0.0,0.0,NULL,Airplane,1.0
20100611X62940,2010-06-11,"Los Banos, CA",TEXAS HELICOPTER CORP,OH-13E/M74,Reciprocating,0.0,0.0,NULL,Helicopter,1.0
20100611X93745,2010-06-11,"Eagar, AZ",PIPER,PA-32R-300,Reciprocating,4.0,0.0,NULL,Airplane,1.0
20100617X11958,2010-06-11,"Tokyo, Japan, Japan",BOEING,747-481F,Turbo Fan,0.0,0.0,NULL,Airplane,4.0
20100624X53241,2010-06-11,"Perry, NY",CIRRUS DESIGN CORP,SR20,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100613X25715,2010-06-12,"Denver, CO",Beech,1900D,Turbo Prop,0.0,0.0,NULL,Airplane,2.0
20100617X21523,2010-06-12,"Lamoni, IA",Mcculley Ronald,W-8,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100617X61014,2010-06-12,"Palmer, AK",CESSNA,170B,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20101022X92907,2010-06-12,"Gatwick Airport, United Kingdom, United Kingdom",BOEING,757,Turbo Fan,0.0,0.0,NULL,Airplane,2.0
20100613X04215,2010-06-13,"Campbellsville, KY",CESSNA,170,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100613X50350,2010-06-13,"Umpire, AR",PIPER,PA-28-181,Reciprocating,4.0,0.0,NULL,Airplane,1.0
20100613X82552,2010-06-13,"Courtland, CA",GRUMMAN ACFT ENG COR-SCHWEIZER,G-164B,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100614X12040,2010-06-13,"Plymouth, MI",BELL,47G,Reciprocating,0.0,0.0,NULL,Helicopter,1.0
20100614X12305,2010-06-13,"Felipe Carrillo Puerto, Mexico",CESSNA,208,Turbo Prop,9.0,0.0,NULL,Airplane,1.0
20100614X12811,2010-06-13,"Lidderdale, IA",BEECH,A36,Reciprocating,2.0,0.0,NULL,Airplane,1.0
20100614X92952,2010-06-13,"Carolina Beach, NC",Dwight Lohr,Baby Ace,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100706X43659,2010-06-13,"Cascade, ID",CESSNA,172,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100613X22708,2010-06-14,"Seattle, WA",WACO,UKC-S,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100614X33726,2010-06-14,"Blackfoot, ID",CESSNA,188B,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100614X72125,2010-06-14,"Springville, UT",AIR CREATION,GTE,Reciprocating,1.0,0.0,NULL,Weight-Shift,1.0
20100621X13129,2010-06-14,"Hot Springs, AR",PIPER,J3C-65,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100621X42357,2010-06-14,"Townsend, MT",STINSON,108-1,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100629X93749,2010-06-14,"Penrose, AR",AIR TRACTOR INC,AT-602,Turbo Prop,0.0,1.0,NULL,Airplane,1.0
20100615X10231,2010-06-15,"Lincoln, CA",RANS,COYOTE II S6,Reciprocating,2.0,0.0,NULL,Airplane,1.0
20100616X34937,2010-06-15,"Parowan, UT",SCHLEICHER ALEXANDER GMBH & CO,ASH 26 E,Reciprocating,0.0,0.0,NULL,Glider,1.0
20100617X30658,2010-06-15,"Minneapolis, MN",DOUGLAS,DC9,Turbo Fan,0.0,0.0,NULL,Airplane,2.0
20100617X60150,2010-06-15,"Traverse City, MI",CESSNA,172,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100616X60229,2010-06-16,"Ottawa, Canada",EMBRAER,EMB-145LR,Turbo Fan,0.0,3.0,NULL,Airplane,2.0
20100617X92004,2010-06-16,"Mayfield, KY",GRUMMAN ACFT ENG COR-SCHWEIZER,G-164B,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100617X94107,2010-06-16,"Sandersville, GA",AERONCA,7AC,Reciprocating,0.0,1.0,NULL,Airplane,1.0
20100621X92620,2010-06-16,"Arcola, TX",AMERICAN CHAMPION AIRCRAFT,7GCBC,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100617X13529,2010-06-16,"Donnelly, ID",KAMAN AEROSPACE CORP,K-1200,Turbo Shaft,1.0,0.0,NULL,Helicopter,1.0
20100617X12419,2010-06-17,"Rochester, MN",PIPER,PA-23,Reciprocating,3.0,0.0,NULL,Airplane,2.0
20100617X45846,2010-06-17,"Ruidoso, NM",CESSNA,T310R,Reciprocating,5.0,0.0,NULL,Airplane,2.0
20100617X81429,2010-06-17,"Truckee, CA",Bernhard,Vans RV8,Reciprocating,2.0,0.0,NULL,Airplane,1.0
20100618X44333,2010-06-17,"Pageland, SC",MCCULLOCH JERRY,RV-4,Reciprocating,0.0,1.0,NULL,Airplane,1.0
20100624X93605,2010-06-17,"Suffolk, VA",NORTH AMERICAN,SNJ-4,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100709X34453,2010-06-17,"Thomasville, GA",CHAMPION,7ECA,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100621X04325,2010-06-18,"Plymouth, MA",CESSNA,401,Reciprocating,0.0,0.0,NULL,Airplane,2.0
20100621X34045,2010-06-18,"Penn Yan, NY",Glenn H Curtiss Museum,Hudson Flyer,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100622X43334,2010-06-18,"Shelbyville, TN",SCHLEICHER,ASH26,Reciprocating,0.0,1.0,NULL,Glider,1.0
20100624X50724,2010-06-18,"Freehold, NY",CZECH AIRCRAFT WORKS SPOL SRO,SPORTCRUISER,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100619X91410,2010-06-19,"Hillsboro, OR",ROBINSON HELICOPTER,R22 BETA,Reciprocating,0.0,0.0,NULL,Helicopter,1.0
20100619X92228,2010-06-19,"May, ID",OLIVER,VANS RV-9A,Reciprocating,1.0,0.0,NULL,Airplane,1.0
20100620X05855,2010-06-19,"Trinidad, CO",Remos Aircraft GMBH,G3/600,Reciprocating,0.0,2.0,NULL,Airplane,1.0
20100620X45959,2010-06-19,"Longmont, CO",Rose-Rhinehart,A4-C,Reciprocating,0.0,1.0,NULL,Airplane,1.0
20100621X03410,2010-06-19,"Crystal, MN",PIPER/WALLY'S FLYERS INC,J3C-65,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100621X51110,2010-06-19,"West Palm Beach, FL",ROBINSON HELICOPTER,R22 BETA,Reciprocating,0.0,0.0,NULL,Helicopter,1.0
20100621X55821,2010-06-19,"Bolivar, TN",AERONCA,7BCM,Reciprocating,0.0,1.0,NULL,Airplane,1.0
20100623X62655,2010-06-19,"Seligman, AZ",Hawker Beechcraft Corporation,A36,Reciprocating,1.0,0.0,NULL,Airplane,1.0
20100624X23912,2010-06-19,"Merced, CA",LUSCOMBE,11A,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100625X11319,2010-06-19,"Virden, IL",AIR TRACTOR,AT-402B,Turbo Prop,0.0,0.0,NULL,Airplane,1.0
20100714X63624,2010-06-19,"New York, NY",BOEING,737,Turbo Fan,0.0,0.0,NULL,Airplane,2.0
20100722X42234,2010-06-19,"Leander, TX",PIPER,PA-11,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100621X10128,2010-06-20,"Akron, OH",TAYLORCRAFT,DCO-65,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100621X31143,2010-06-20,"Unalaska, AK",ROBINSON HELICOPTER,R44,Reciprocating,1.0,0.0,NULL,Helicopter,1.0
20100621X62851,2010-06-20,"West Milford, NJ",CESSNA,172N,Reciprocating,0.0,1.0,NULL,Airplane,1.0
20100623X20115,2010-06-20,"Canby, MN",PILATUS,P3-05,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100621X64226,2010-06-21,"Storm Lake, IA",CESSNA,525A,Turbo Fan,0.0,0.0,NULL,Airplane,2.0
20100621X22816,2010-06-21,"Carmi, IL",DRONE PAUL E,PULSAR III,Reciprocating,1.0,0.0,NULL,Airplane,1.0
20100621X25212,2010-06-21,"Big Creek, ID",CESSNA,180,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100621X53342,2010-06-21,"Lock Haven, PA",CESSNA,T210L,Reciprocating,3.0,0.0,NULL,Airplane,1.0
20100621X64910,2010-06-21,"Maryland Heights, MO",CESSNA,172N,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100622X00654,2010-06-21,"Asheville, NC",SCHWEIZER,269C-1,Reciprocating,0.0,0.0,NULL,Helicopter,1.0
20100622X23218,2010-06-21,"Jasper, TN",CESSNA,150G,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100624X24956,2010-06-21,"Angels Camp, CA",CESSNA,172N,Reciprocating,1.0,0.0,NULL,Airplane,1.0
20100624X50945,2010-06-21,"Broken Hill, Australia",CESSNA,172N,Reciprocating,1.0,0.0,NULL,Airplane,1.0
20100624X25616,2010-06-22,"Albuquerque, NM",CESSNA,R182RG,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100624X44846,2010-06-22,"Paicines, CA",HUGHES,369HS,Turbo Shaft,0.0,0.0,NULL,Helicopter,1.0
20100623X20145,2010-06-23,"Quebec City, Canada",Hawker Beechcraft Corp.,A100,Turbo Prop,7.0,0.0,NULL,Airplane,2.0
20100623X43404,2010-06-23,"Bryce Canyon, UT",CESSNA,A185F,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100624X64904,2010-06-23,"Richfield, UT",RICE,KR-2,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100624X71830,2010-06-23,"Sanibel Island, FL",PARKS J L/DREFFIN D,SEAWIND 3000,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100624X82140,2010-06-23,"Parker, AZ",CESSNA,170B,Reciprocating,0.0,2.0,NULL,Airplane,1.0
20100624X91735,2010-06-23,"Ft. Lupton, CO",AIRBORNE,WINDSPORT EDGE,Reciprocating,1.0,0.0,NULL,Weight-Shift,1.0
20100625X25922,2010-06-23,"Rickreall, OR",BELL,206B,Turbo Shaft,0.0,0.0,NULL,Helicopter,1.0
20100624X30533,2010-06-24,"Salida, CO",Vans Aircraft Inc,RV-12,Reciprocating,0.0,1.0,NULL,Airplane,1.0
20100624X83927,2010-06-24,"Port Orchard, WA",DE HAVILLAND,DHC-1,Reciprocating,0.0,1.0,NULL,Airplane,1.0
20100629X35556,2010-06-24,"Cooper Landing, AK",CESSNA,180,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100630X10303,2010-06-24,"Santa Barbara, CA",BELL,UH-1H,Turbo Shaft,0.0,0.0,NULL,Helicopter,1.0
20100722X70304,2010-06-24,"Ashdown, AR",CESSNA,310C,Reciprocating,0.0,1.0,NULL,Airplane,2.0
20100625X20924,2010-06-25,"Neenah, WI",AIR CREATION,GTE,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100626X32755,2010-06-25,"Sewanne, TN",Crabtree,RV6,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100627X41856,2010-06-25,"Inglis, FL",QUARTZ MOUNTAIN AEROSPACE INC,11E,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100627X42646,2010-06-25,"Babylon, NY",CESSNA,210D,Reciprocating,0.0,1.0,NULL,Airplane,1.0
20100628X33454,2010-06-25,"St. Charles, MO",CESSNA,152,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100628X51650,2010-06-25,"Fremont, NE",PIPER,PA-36-285,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100630X34750,2010-06-25,"Grand Junction, CO",HILLER,UH-12E,Reciprocating,0.0,1.0,NULL,Helicopter,1.0
20100707X40226,2010-06-25,"Salisbury, MD",CESSNA,172S,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100722X40109,2010-06-25,"Burns, OR",MEYER,MEYER-LEGACY,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100722X70742,2010-06-25,"Denver, CO",AIRBORNE,OUTBACK,Reciprocating,0.0,0.0,NULL,Weight-Shift,1.0
20100701X22948,2010-06-25,"Borneo Island, Malaysia",ERICKSON,S64E,Turbo Shaft,1.0,1.0,NULL,Helicopter,2.0
20100626X15355,2010-06-26,"Salt Lake City, UT",AERO COMMANDER,CallAir,Reciprocating,1.0,0.0,NULL,Airplane,1.0
20100627X42021,2010-06-26,"Gordonsville, VA",SILVAIRE,LUSCOMBE 8A,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100628X43705,2010-06-26,"Lubbock, TX",MOONEY,M20F,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100628X52137,2010-06-26,"Idabell, OK",AVIAT AIRCRAFT INC,A-1B,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100628X53421,2010-06-26,"Lake Charles, LA",AEROSPATIALE,AS350,Turbo Shaft,0.0,0.0,NULL,Helicopter,1.0
20100628X54428,2010-06-26,"Indianapolis, IN",BOEING,A75N1 (PT17),Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100629X33419,2010-06-26,"Broomfield, CO",LOCKHEED,P2V-5,Reciprocating,0.0,0.0,NULL,Airplane,2.0
20100629X53437,2010-06-26,"Cahokia, IL",CESSNA,180K,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100713X64451,2010-06-26,"Moreno Valley, CA",PIPER,PA-28-236,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100627X43641,2010-06-27,"Punta Gorda, FL",Schooley,Sonex,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100627X50454,2010-06-27,"Columbia, CA",McGlashan,T-51 Mustang,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100629X15945,2010-06-27,"Brainerd, MN",CESSNA,175,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100629X34423,2010-06-27,"Eden Prairie, MN",BEECH,C23,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100707X35343,2010-06-27,"Smiley Creek, ID",CORNETT STEVEN M,GLASTAR,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100708X10207,2010-06-27,"Dixon, MT",PIPER,PA-28R-180,Reciprocating,4.0,0.0,NULL,Airplane,1.0
20100628X20449,2010-06-28,"Camp Verde, AZ",WORGULL,HORNET,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100628X25531,2010-06-28,"Igiugig, AK",DEHAVILLAND,DHC-2 MK. I(L20A),Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100628X95157,2010-06-28,"Great Barrington, MA",PIPER,PA-28-181,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100630X43957,2010-06-28,"Caldwell, ID",PRIDMORE,LANCAIR IV,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100630X63600,2010-06-28,"Thomaston, GA",PIPER,J3C-65,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100701X64943,2010-06-28,"Rogers, AR",PIPER,PA-28-140,Reciprocating,0.0,0.0,NULL,Airplane,1.0
20100701X93344,2010-06-28,"Pioneer, LA",EMBRAER,EMB-145LR,Turbo Fan,0.0,3.0,NULL,Airplane,2.0
20100629X65651,2010-06-29,"McGregor, TX",PIPER,PA28R,Reciprocating,0.0,2.0,NULL,Airplane,1.0
